player_id,crg_score,action
P006516,15.0,ALLOW
P006256,40.0,DOWNGRADE
P002600,15.0,ALLOW
P003521,0.0,ALLOW
P008440,55.0,DOWNGRADE
P007030,22.5,ALLOW
P006702,0.0,ALLOW
P005164,62.5,BLOCK
P008252,0.0,ALLOW
P001748,15.0,ALLOW
P009526,0.0,ALLOW
P004092,15.0,ALLOW
P007695,40.0,DOWNGRADE
P008135,0.0,ALLOW
P002671,55.0,DOWNGRADE
P009280,0.0,ALLOW
P009062,47.5,DOWNGRADE
P004616,15.0,ALLOW
P009501,40.0,DOWNGRADE
P003450,0.0,ALLOW
P002315,55.0,DOWNGRADE
P004980,55.0,DOWNGRADE
P005308,0.0,ALLOW
P004793,0.0,ALLOW
P000512,15.0,ALLOW
P001220,22.5,ALLOW
P004156,0.0,ALLOW
P008242,7.5,ALLOW
P008553,47.5,DOWNGRADE
P004361,40.0,DOWNGRADE
P004386,47.5,DOWNGRADE
P005424,0.0,ALLOW
P008157,15.0,ALLOW
P007914,40.0,DOWNGRADE
P006162,0.0,ALLOW
P006202,55.0,DOWNGRADE
P002129,15.0,ALLOW
P004410,0.0,ALLOW
P008962,0.0,ALLOW
P003398,22.5,ALLOW
P002781,7.5,ALLOW
P006234,0.0,ALLOW
P001814,0.0,ALLOW
P006973,22.5,ALLOW
P002327,40.0,DOWNGRADE
P004830,0.0,ALLOW
P001163,0.0,ALLOW
P000766,0.0,ALLOW
P007950,0.0,ALLOW
P001416,0.0,ALLOW
P006687,0.0,ALLOW
P000379,7.5,ALLOW
P003362,0.0,ALLOW
P004705,0.0,ALLOW
P001016,15.0,ALLOW
P004625,40.0,DOWNGRADE
P008806,0.0,ALLOW
P007623,0.0,ALLOW
P000042,40.0,DOWNGRADE
P006579,0.0,ALLOW
P009228,0.0,ALLOW
P006618,62.5,BLOCK
P005518,55.0,DOWNGRADE
P005190,0.0,ALLOW
P007635,15.0,ALLOW
P006925,0.0,ALLOW
P006758,55.0,DOWNGRADE
P000654,40.0,DOWNGRADE
P009011,0.0,ALLOW
P009179,55.0,DOWNGRADE
P006778,55.0,DOWNGRADE
P007462,55.0,DOWNGRADE
P008400,0.0,ALLOW
P009161,0.0,ALLOW
P006080,55.0,DOWNGRADE
P007036,40.0,DOWNGRADE
P000193,0.0,ALLOW
P007982,15.0,ALLOW
P000322,15.0,ALLOW
P002319,55.0,DOWNGRADE
P009627,7.5,ALLOW
P009063,15.0,ALLOW
P009196,55.0,DOWNGRADE
P009609,55.0,DOWNGRADE
P008960,47.5,DOWNGRADE
P008454,55.0,DOWNGRADE
P003881,40.0,DOWNGRADE
P007884,15.0,ALLOW
P000193,0.0,ALLOW
P000715,15.0,ALLOW
P005391,0.0,ALLOW
P008277,42.5,DOWNGRADE
P002617,40.0,DOWNGRADE
P008765,40.0,DOWNGRADE
P009231,0.0,ALLOW
P000654,40.0,DOWNGRADE
P000582,0.0,ALLOW
P001021,0.0,ALLOW
P006747,15.0,ALLOW
P009624,55.0,DOWNGRADE
P009931,0.0,ALLOW
P006089,0.0,ALLOW
P000435,0.0,ALLOW
P002345,0.0,ALLOW
P003390,7.5,ALLOW
P000845,0.0,ALLOW
P004825,55.0,DOWNGRADE
P003685,0.0,ALLOW
P003081,55.0,DOWNGRADE
P009906,0.0,ALLOW
P001906,0.0,ALLOW
P006718,62.5,BLOCK
P002308,0.0,ALLOW
P006400,40.0,DOWNGRADE
P007155,0.0,ALLOW
P002846,55.0,DOWNGRADE
P004321,22.5,ALLOW
P008802,0.0,ALLOW
P000357,0.0,ALLOW
P002709,22.5,ALLOW
P007462,55.0,DOWNGRADE
P008678,55.0,DOWNGRADE
P004726,55.0,DOWNGRADE
P006980,0.0,ALLOW
P009196,55.0,DOWNGRADE
P002592,47.5,DOWNGRADE
P006012,0.0,ALLOW
P008825,55.0,DOWNGRADE
P003782,15.0,ALLOW
P007842,15.0,ALLOW
P009581,47.5,DOWNGRADE
P002240,0.0,ALLOW
P009092,62.5,BLOCK
P006876,40.0,DOWNGRADE
P009561,0.0,ALLOW
P003123,55.0,DOWNGRADE
P006424,47.5,DOWNGRADE
P003742,15.0,ALLOW
P007004,55.0,DOWNGRADE
P009604,0.0,ALLOW
P002665,55.0,DOWNGRADE
P006128,62.5,BLOCK
P000379,7.5,ALLOW
P008157,15.0,ALLOW
P002263,0.0,ALLOW
P008514,0.0,ALLOW
P002328,55.0,DOWNGRADE
P009053,55.0,DOWNGRADE
P009408,62.5,BLOCK
P008423,15.0,ALLOW
P003884,0.0,ALLOW
P009274,40.0,DOWNGRADE
P007002,40.0,DOWNGRADE
P005289,15.0,ALLOW
P004631,15.0,ALLOW
P006604,0.0,ALLOW
P004046,47.5,DOWNGRADE
P009852,47.5,DOWNGRADE
P005073,0.0,ALLOW
P008161,0.0,ALLOW
P004347,47.5,DOWNGRADE
P003022,15.0,ALLOW
P008445,55.0,DOWNGRADE
P005325,20.0,ALLOW
P005169,40.0,DOWNGRADE
P005881,40.0,DOWNGRADE
P009627,7.5,ALLOW
P002882,62.5,BLOCK
P003948,0.0,ALLOW
P009075,15.0,ALLOW
P003722,55.0,DOWNGRADE
P002980,15.0,ALLOW
P007119,55.0,DOWNGRADE
P004619,15.0,ALLOW
P009443,0.0,ALLOW
P001936,55.0,DOWNGRADE
P003760,15.0,ALLOW
P000871,55.0,DOWNGRADE
P000592,7.5,ALLOW
P003270,55.0,DOWNGRADE
P001726,55.0,DOWNGRADE
P006539,55.0,DOWNGRADE
P005679,0.0,ALLOW
P003343,47.5,DOWNGRADE
P004625,40.0,DOWNGRADE
P007741,0.0,ALLOW
P003311,55.0,DOWNGRADE
P001612,40.0,DOWNGRADE
P004022,0.0,ALLOW
P000871,55.0,DOWNGRADE
P004252,0.0,ALLOW
P006878,15.0,ALLOW
P008364,55.0,DOWNGRADE
P003138,22.5,ALLOW
P004631,15.0,ALLOW
P000586,55.0,DOWNGRADE
P006810,40.0,DOWNGRADE
P009997,40.0,DOWNGRADE
P000730,55.0,DOWNGRADE
P003724,0.0,ALLOW
P002299,55.0,DOWNGRADE
P007317,15.0,ALLOW
P004989,0.0,ALLOW
P000907,0.0,ALLOW
P007408,0.0,ALLOW
P009225,15.0,ALLOW
P007448,47.5,DOWNGRADE
P009709,7.5,ALLOW
P005771,55.0,DOWNGRADE
P003114,47.5,DOWNGRADE
P004508,15.0,ALLOW
P004769,55.0,DOWNGRADE
P005771,55.0,DOWNGRADE
P005513,7.5,ALLOW
P002308,0.0,ALLOW
P003012,0.0,ALLOW
P005748,0.0,ALLOW
P009510,0.0,ALLOW
P008242,7.5,ALLOW
P006762,62.5,BLOCK
P004700,15.0,ALLOW
P006835,40.0,DOWNGRADE
P000513,0.0,ALLOW
P007282,0.0,ALLOW
P009309,7.5,ALLOW
P007928,40.0,DOWNGRADE
P006897,62.5,BLOCK
P009313,15.0,ALLOW
P004830,0.0,ALLOW
P000357,0.0,ALLOW
P009339,40.0,DOWNGRADE
P009309,7.5,ALLOW
P003994,55.0,DOWNGRADE
P000644,0.0,ALLOW
P008445,55.0,DOWNGRADE
P002378,0.0,ALLOW
P004825,55.0,DOWNGRADE
P009095,62.5,BLOCK
P002326,0.0,ALLOW
P008573,0.0,ALLOW
P001199,55.0,DOWNGRADE
P007248,62.5,BLOCK
P009228,0.0,ALLOW
P001564,40.0,DOWNGRADE
P000766,0.0,ALLOW
P003662,55.0,DOWNGRADE
P009186,7.5,ALLOW
P005916,0.0,ALLOW
P001904,0.0,ALLOW
P000364,47.5,DOWNGRADE
P001433,0.0,ALLOW
P008683,47.5,DOWNGRADE
P007734,0.0,ALLOW
P006551,47.5,DOWNGRADE
P000513,0.0,ALLOW
P000611,0.0,ALLOW
P000488,15.0,ALLOW
P004386,47.5,DOWNGRADE
P005559,0.0,ALLOW
P003996,0.0,ALLOW
P004683,0.0,ALLOW
P000416,15.0,ALLOW
P007862,40.0,DOWNGRADE
P009513,40.0,DOWNGRADE
P009505,0.0,ALLOW
P005169,40.0,DOWNGRADE
P004594,40.0,DOWNGRADE
P001172,0.0,ALLOW
P006532,15.0,ALLOW
P008801,7.5,ALLOW
P001373,7.5,ALLOW
P008224,15.0,ALLOW
P002633,0.0,ALLOW
P008772,62.5,BLOCK
P003705,0.0,ALLOW
P005117,40.0,DOWNGRADE
P009463,0.0,ALLOW
P007282,0.0,ALLOW
P004127,55.0,DOWNGRADE
P002875,20.0,ALLOW
P006472,0.0,ALLOW
P002716,55.0,DOWNGRADE
P007036,40.0,DOWNGRADE
P003998,62.5,BLOCK
P005391,0.0,ALLOW
P005951,0.0,ALLOW
P009218,0.0,ALLOW
P003236,0.0,ALLOW
P008432,15.0,ALLOW
P007239,62.5,BLOCK
P002654,55.0,DOWNGRADE
P003130,40.0,DOWNGRADE
P007842,15.0,ALLOW
P000264,0.0,ALLOW
P001661,0.0,ALLOW
P001428,0.0,ALLOW
P002632,0.0,ALLOW
P004817,27.5,ALLOW
P004301,15.0,ALLOW
P008573,0.0,ALLOW
P002315,55.0,DOWNGRADE
P008454,55.0,DOWNGRADE
P008161,0.0,ALLOW
P009540,30.0,ALLOW
P002264,40.0,DOWNGRADE
P005812,40.0,DOWNGRADE
P009844,55.0,DOWNGRADE
P006015,40.0,DOWNGRADE
P005629,0.0,ALLOW
P003038,55.0,DOWNGRADE
P009024,15.0,ALLOW
P006261,47.5,DOWNGRADE
P005257,55.0,DOWNGRADE
P009922,15.0,ALLOW
P008026,55.0,DOWNGRADE
P000188,15.0,ALLOW
P007796,40.0,DOWNGRADE
P002731,0.0,ALLOW
P006168,7.5,ALLOW
P009884,0.0,ALLOW
P006354,40.0,DOWNGRADE
P009924,55.0,DOWNGRADE
P004940,0.0,ALLOW
P003828,15.0,ALLOW
P006153,40.0,DOWNGRADE
P009022,0.0,ALLOW
P008048,70.0,BLOCK
P008203,0.0,ALLOW
P004133,55.0,DOWNGRADE
P000520,22.5,ALLOW
P001193,47.5,DOWNGRADE
P006109,0.0,ALLOW
P000989,0.0,ALLOW
P002090,7.5,ALLOW
P006276,15.0,ALLOW
P007031,0.0,ALLOW
P004971,0.0,ALLOW
P000870,55.0,DOWNGRADE
P000357,0.0,ALLOW
P004252,0.0,ALLOW
P002195,0.0,ALLOW
P000899,15.0,ALLOW
P000272,0.0,ALLOW
P006406,30.0,ALLOW
P006195,0.0,ALLOW
P008377,15.0,ALLOW
P000429,0.0,ALLOW
P007874,55.0,DOWNGRADE
P002780,0.0,ALLOW
P003970,62.5,BLOCK
P007001,0.0,ALLOW
P001879,15.0,ALLOW
P002053,0.0,ALLOW
P006704,55.0,DOWNGRADE
P003521,0.0,ALLOW
P006329,55.0,DOWNGRADE
P009468,0.0,ALLOW
P000671,22.5,ALLOW
P001399,15.0,ALLOW
P006179,47.5,DOWNGRADE
P003710,0.0,ALLOW
P002569,15.0,ALLOW
P002842,0.0,ALLOW
P004764,7.5,ALLOW
P005289,15.0,ALLOW
P007616,55.0,DOWNGRADE
P002143,55.0,DOWNGRADE
P008150,0.0,ALLOW
P008449,0.0,ALLOW
P003521,0.0,ALLOW
P003883,0.0,ALLOW
P003724,0.0,ALLOW
P001828,40.0,DOWNGRADE
P005367,15.0,ALLOW
P006536,0.0,ALLOW
P001714,40.0,DOWNGRADE
P007138,0.0,ALLOW
P003254,15.0,ALLOW
P007427,55.0,DOWNGRADE
P003848,55.0,DOWNGRADE
P004824,55.0,DOWNGRADE
P006179,47.5,DOWNGRADE
P001824,0.0,ALLOW
P004423,62.5,BLOCK
P007076,0.0,ALLOW
P006684,40.0,DOWNGRADE
P007001,0.0,ALLOW
P007050,55.0,DOWNGRADE
P001451,0.0,ALLOW
P009057,0.0,ALLOW
P002110,7.5,ALLOW
P003000,55.0,DOWNGRADE
P002872,62.5,BLOCK
P009812,55.0,DOWNGRADE
P001525,15.0,ALLOW
P002781,7.5,ALLOW
P001421,47.5,DOWNGRADE
P005367,15.0,ALLOW
P008483,0.0,ALLOW
P005579,22.5,ALLOW
P007239,62.5,BLOCK
P009476,47.5,DOWNGRADE
P007248,62.5,BLOCK
P003170,15.0,ALLOW
P000121,0.0,ALLOW
P009262,40.0,DOWNGRADE
P008454,55.0,DOWNGRADE
P006486,22.5,ALLOW
P004625,40.0,DOWNGRADE
P001640,55.0,DOWNGRADE
P006414,0.0,ALLOW
P002633,0.0,ALLOW
P006758,55.0,DOWNGRADE
P008095,0.0,ALLOW
P009898,0.0,ALLOW
P007609,55.0,DOWNGRADE
P008946,0.0,ALLOW
P005956,0.0,ALLOW
P008960,47.5,DOWNGRADE
P003309,62.5,BLOCK
P000050,62.5,BLOCK
P001903,40.0,DOWNGRADE
P004705,0.0,ALLOW
P002672,55.0,DOWNGRADE
P004090,0.0,ALLOW
P008042,55.0,DOWNGRADE
P007532,0.0,ALLOW
P006354,40.0,DOWNGRADE
P008461,55.0,DOWNGRADE
P002253,40.0,DOWNGRADE
P005369,0.0,ALLOW
P001918,0.0,ALLOW
P008338,55.0,DOWNGRADE
P009931,0.0,ALLOW
P008225,0.0,ALLOW
P009872,0.0,ALLOW
P008827,62.5,BLOCK
P001205,0.0,ALLOW
P005809,40.0,DOWNGRADE
P005238,55.0,DOWNGRADE
P009485,0.0,ALLOW
P009212,7.5,ALLOW
P009576,0.0,ALLOW
P001951,0.0,ALLOW
P007135,0.0,ALLOW
P000276,55.0,DOWNGRADE
P004594,40.0,DOWNGRADE
P000204,55.0,DOWNGRADE
P005590,47.5,DOWNGRADE
P000018,0.0,ALLOW
P002436,55.0,DOWNGRADE
P005117,40.0,DOWNGRADE
P003528,15.0,ALLOW
P006884,0.0,ALLOW
P009326,55.0,DOWNGRADE
P001635,40.0,DOWNGRADE
P008079,55.0,DOWNGRADE
P008806,0.0,ALLOW
P003789,55.0,DOWNGRADE
P006680,0.0,ALLOW
P003836,40.0,DOWNGRADE
P000531,55.0,DOWNGRADE
P009836,7.5,ALLOW
P006876,40.0,DOWNGRADE
P006569,0.0,ALLOW
P009937,15.0,ALLOW
P007623,0.0,ALLOW
P000628,0.0,ALLOW
P002049,55.0,DOWNGRADE
P005573,35.0,ALLOW
P000964,40.0,DOWNGRADE
P008133,0.0,ALLOW
P005994,70.0,BLOCK
P007535,15.0,ALLOW
P006234,0.0,ALLOW
P004793,0.0,ALLOW
P006899,55.0,DOWNGRADE
P000178,0.0,ALLOW
P009570,0.0,ALLOW
P007635,15.0,ALLOW
P009783,55.0,DOWNGRADE
P008772,62.5,BLOCK
P004188,15.0,ALLOW
P009472,62.5,BLOCK
P009948,40.0,DOWNGRADE
P006176,55.0,DOWNGRADE
P003466,0.0,ALLOW
P006613,0.0,ALLOW
P005183,0.0,ALLOW
P002660,40.0,DOWNGRADE
P006103,0.0,ALLOW
P008095,0.0,ALLOW
P008817,40.0,DOWNGRADE
P007008,0.0,ALLOW
P000331,0.0,ALLOW
P006736,0.0,ALLOW
P008941,15.0,ALLOW
P007181,22.5,ALLOW
P008902,62.5,BLOCK
P003789,55.0,DOWNGRADE
P001386,70.0,BLOCK
P003608,55.0,DOWNGRADE
P009092,62.5,BLOCK
P007162,15.0,ALLOW
P007407,55.0,DOWNGRADE
P002592,47.5,DOWNGRADE
P009665,7.5,ALLOW
P003153,40.0,DOWNGRADE
P001334,0.0,ALLOW
P006579,0.0,ALLOW
P009554,0.0,ALLOW
P007241,40.0,DOWNGRADE
P001888,55.0,DOWNGRADE
P008307,0.0,ALLOW
P000018,0.0,ALLOW
P000101,15.0,ALLOW
P002245,22.5,ALLOW
P006377,0.0,ALLOW
P002164,7.5,ALLOW
P008638,47.5,DOWNGRADE
P009383,62.5,BLOCK
P009443,0.0,ALLOW
P006084,55.0,DOWNGRADE
P004135,22.5,ALLOW
P004308,47.5,DOWNGRADE
P006206,55.0,DOWNGRADE
P009098,0.0,ALLOW
P005417,40.0,DOWNGRADE
P001597,22.5,ALLOW
P005169,40.0,DOWNGRADE
P008060,0.0,ALLOW
P006266,15.0,ALLOW
P007776,55.0,DOWNGRADE
P005751,15.0,ALLOW
P006876,40.0,DOWNGRADE
P006376,55.0,DOWNGRADE
P005228,0.0,ALLOW
P003881,40.0,DOWNGRADE
P000758,55.0,DOWNGRADE
P001350,0.0,ALLOW
P008114,55.0,DOWNGRADE
P001969,7.5,ALLOW
P000166,55.0,DOWNGRADE
P003867,55.0,DOWNGRADE
P004625,40.0,DOWNGRADE
P009844,55.0,DOWNGRADE
P003724,0.0,ALLOW
P001451,0.0,ALLOW
P001593,0.0,ALLOW
P002258,55.0,DOWNGRADE
P009667,40.0,DOWNGRADE
P005157,15.0,ALLOW
P007623,0.0,ALLOW
P002066,55.0,DOWNGRADE
P003962,55.0,DOWNGRADE
P007031,0.0,ALLOW
P006374,0.0,ALLOW
P002299,55.0,DOWNGRADE
P006092,40.0,DOWNGRADE
P006993,40.0,DOWNGRADE
P008683,47.5,DOWNGRADE
P009339,40.0,DOWNGRADE
P000006,55.0,DOWNGRADE
P004004,55.0,DOWNGRADE
P008888,0.0,ALLOW
P007668,55.0,DOWNGRADE
P001956,0.0,ALLOW
P005994,70.0,BLOCK
P009022,0.0,ALLOW
P006883,15.0,ALLOW
P002215,0.0,ALLOW
P009588,0.0,ALLOW
P001175,62.5,BLOCK
P009576,0.0,ALLOW
P008034,0.0,ALLOW
P009383,62.5,BLOCK
P007623,0.0,ALLOW
P006756,0.0,ALLOW
P004167,40.0,DOWNGRADE
P001444,15.0,ALLOW
P001434,40.0,DOWNGRADE
P007467,0.0,ALLOW
P001567,22.5,ALLOW
P004167,40.0,DOWNGRADE
P007082,0.0,ALLOW
P006246,55.0,DOWNGRADE
P005888,55.0,DOWNGRADE
P000606,0.0,ALLOW
P001564,40.0,DOWNGRADE
P008277,42.5,DOWNGRADE
P006195,0.0,ALLOW
P002513,40.0,DOWNGRADE
P009912,40.0,DOWNGRADE
P000539,55.0,DOWNGRADE
P005825,55.0,DOWNGRADE
P007138,0.0,ALLOW
P009400,7.5,ALLOW
P002326,0.0,ALLOW
P006973,22.5,ALLOW
P003750,0.0,ALLOW
P003833,40.0,DOWNGRADE
P008583,0.0,ALLOW
P003087,0.0,ALLOW
P004441,55.0,DOWNGRADE
P005968,0.0,ALLOW
P008098,0.0,ALLOW
P006033,15.0,ALLOW
P002669,15.0,ALLOW
P001888,55.0,DOWNGRADE
P001386,70.0,BLOCK
P002948,0.0,ALLOW
P005164,62.5,BLOCK
P009239,15.0,ALLOW
P008282,0.0,ALLOW
P008095,0.0,ALLOW
P006158,0.0,ALLOW
P009604,0.0,ALLOW
P000049,0.0,ALLOW
P001123,55.0,DOWNGRADE
P009095,62.5,BLOCK
P002588,55.0,DOWNGRADE
P005809,40.0,DOWNGRADE
P003093,15.0,ALLOW
P001268,0.0,ALLOW
P005529,0.0,ALLOW
P000258,0.0,ALLOW
P006254,40.0,DOWNGRADE
P004268,7.5,ALLOW
P007327,22.5,ALLOW
P002632,0.0,ALLOW
P003929,40.0,DOWNGRADE
P000384,0.0,ALLOW
P008713,0.0,ALLOW
P005264,0.0,ALLOW
P003845,55.0,DOWNGRADE
P003161,55.0,DOWNGRADE
P006271,0.0,ALLOW
P000049,0.0,ALLOW
P003996,0.0,ALLOW
P003270,55.0,DOWNGRADE
P001640,55.0,DOWNGRADE
P005218,62.5,BLOCK
P000838,0.0,ALLOW
P008479,15.0,ALLOW
P000978,55.0,DOWNGRADE
P004331,0.0,ALLOW
P007657,55.0,DOWNGRADE
P008232,15.0,ALLOW
P005308,0.0,ALLOW
P000384,0.0,ALLOW
P006878,15.0,ALLOW
P004576,7.5,ALLOW
P000339,15.0,ALLOW
P008263,0.0,ALLOW
P004603,55.0,DOWNGRADE
P006250,0.0,ALLOW
P009594,55.0,DOWNGRADE
P003993,0.0,ALLOW
P002767,0.0,ALLOW
P009231,0.0,ALLOW
P001496,55.0,DOWNGRADE
P001238,55.0,DOWNGRADE
P006756,0.0,ALLOW
P000960,55.0,DOWNGRADE
P003842,0.0,ALLOW
P008134,15.0,ALLOW
P001314,55.0,DOWNGRADE
P009186,7.5,ALLOW
P007248,62.5,BLOCK
P005548,0.0,ALLOW
P003898,0.0,ALLOW
P006860,22.5,ALLOW
P008633,0.0,ALLOW
P004080,55.0,DOWNGRADE
P002391,55.0,DOWNGRADE
P002784,0.0,ALLOW
P009667,40.0,DOWNGRADE
P004328,0.0,ALLOW
P003630,15.0,ALLOW
P008190,15.0,ALLOW
P008558,55.0,DOWNGRADE
P001681,55.0,DOWNGRADE
P001918,0.0,ALLOW
P002755,40.0,DOWNGRADE
P008232,15.0,ALLOW
P007113,55.0,DOWNGRADE
P000353,55.0,DOWNGRADE
P001870,0.0,ALLOW
P006478,55.0,DOWNGRADE
P005325,20.0,ALLOW
P008690,7.5,ALLOW
P000856,0.0,ALLOW
P006907,0.0,ALLOW
P008887,40.0,DOWNGRADE
P009594,55.0,DOWNGRADE
P005637,0.0,ALLOW
P003629,0.0,ALLOW
P005157,15.0,ALLOW
P007267,15.0,ALLOW
P001927,15.0,ALLOW
P000535,0.0,ALLOW
P005959,0.0,ALLOW
P000877,40.0,DOWNGRADE
P006920,15.0,ALLOW
P006536,0.0,ALLOW
P003334,22.5,ALLOW
P005436,70.0,BLOCK
P003082,0.0,ALLOW
P001879,15.0,ALLOW
P006083,0.0,ALLOW
P001199,55.0,DOWNGRADE
P002864,0.0,ALLOW
P004018,22.5,ALLOW
P009309,7.5,ALLOW
P009494,7.5,ALLOW
P004737,0.0,ALLOW
P002860,15.0,ALLOW
P007841,15.0,ALLOW
P008470,55.0,DOWNGRADE
P001587,62.5,BLOCK
P004080,55.0,DOWNGRADE
P009098,0.0,ALLOW
P009011,0.0,ALLOW
P001953,0.0,ALLOW
P001898,40.0,DOWNGRADE
P002280,22.5,ALLOW
P003081,55.0,DOWNGRADE
P006206,55.0,DOWNGRADE
P000364,47.5,DOWNGRADE
P000331,0.0,ALLOW
P003881,40.0,DOWNGRADE
P003127,0.0,ALLOW
P001032,70.0,BLOCK
P000845,0.0,ALLOW
P004230,15.0,ALLOW
P002299,55.0,DOWNGRADE
P004913,15.0,ALLOW
P008454,55.0,DOWNGRADE
P008751,55.0,DOWNGRADE
P007024,15.0,ALLOW
P005391,0.0,ALLOW
P002141,30.0,ALLOW
P005450,55.0,DOWNGRADE
P006246,55.0,DOWNGRADE
P007740,0.0,ALLOW
P008048,70.0,BLOCK
P001898,40.0,DOWNGRADE
P007524,15.0,ALLOW
P008774,55.0,DOWNGRADE
P006604,0.0,ALLOW
P009510,0.0,ALLOW
P009063,15.0,ALLOW
P008472,15.0,ALLOW
P009408,62.5,BLOCK
P008839,55.0,DOWNGRADE
P004328,0.0,ALLOW
P006404,55.0,DOWNGRADE
P006324,0.0,ALLOW
P000585,40.0,DOWNGRADE
P000960,55.0,DOWNGRADE
P005136,22.5,ALLOW
P008764,0.0,ALLOW
P009802,22.5,ALLOW
P006762,62.5,BLOCK
P006386,40.0,DOWNGRADE
P005327,0.0,ALLOW
P008370,55.0,DOWNGRADE
P009006,0.0,ALLOW
P003957,15.0,ALLOW
P005238,55.0,DOWNGRADE
P009440,40.0,DOWNGRADE
P006041,0.0,ALLOW
P006857,0.0,ALLOW
P005654,0.0,ALLOW
P003012,0.0,ALLOW
P006058,0.0,ALLOW
P008661,0.0,ALLOW
P005607,0.0,ALLOW
P002762,15.0,ALLOW
P006256,40.0,DOWNGRADE
P004581,22.5,ALLOW
P005612,0.0,ALLOW
P002129,15.0,ALLOW
P000391,62.5,BLOCK
P003287,55.0,DOWNGRADE
P009366,40.0,DOWNGRADE
P004971,0.0,ALLOW
P000362,55.0,DOWNGRADE
P007801,22.5,ALLOW
P006078,7.5,ALLOW
P003062,0.0,ALLOW
P008553,47.5,DOWNGRADE
P007776,55.0,DOWNGRADE
P002860,15.0,ALLOW
P003286,0.0,ALLOW
P001577,0.0,ALLOW
P001951,0.0,ALLOW
P009039,0.0,ALLOW
P008080,40.0,DOWNGRADE
P007616,55.0,DOWNGRADE
P009194,55.0,DOWNGRADE
P005006,15.0,ALLOW
P002129,15.0,ALLOW
P005372,7.5,ALLOW
P000327,55.0,DOWNGRADE
P002258,55.0,DOWNGRADE
P001998,22.5,ALLOW
P003865,15.0,ALLOW
P008098,0.0,ALLOW
P002090,7.5,ALLOW
P009339,40.0,DOWNGRADE
P000076,0.0,ALLOW
P005027,55.0,DOWNGRADE
P005159,15.0,ALLOW
P006266,15.0,ALLOW
P009029,47.5,DOWNGRADE
P009683,47.5,DOWNGRADE
P006849,0.0,ALLOW
P006133,0.0,ALLOW
P006335,62.5,BLOCK
P002536,0.0,ALLOW
P000318,0.0,ALLOW
P002015,22.5,ALLOW
P009022,0.0,ALLOW
P005772,40.0,DOWNGRADE
P009446,55.0,DOWNGRADE
P007561,0.0,ALLOW
P005607,0.0,ALLOW
P004920,62.5,BLOCK
P002913,15.0,ALLOW
P009463,0.0,ALLOW
P002913,15.0,ALLOW
P008869,0.0,ALLOW
P007708,0.0,ALLOW
P000353,55.0,DOWNGRADE
P008155,47.5,DOWNGRADE
P005593,0.0,ALLOW
P009836,7.5,ALLOW
P004003,0.0,ALLOW
P004817,27.5,ALLOW
P003462,55.0,DOWNGRADE
P005956,0.0,ALLOW
P002913,15.0,ALLOW
P009143,22.5,ALLOW
P003993,0.0,ALLOW
P004328,0.0,ALLOW
P006396,55.0,DOWNGRADE
P006668,0.0,ALLOW
P008155,47.5,DOWNGRADE
P006338,55.0,DOWNGRADE
P007756,7.5,ALLOW
P007940,15.0,ALLOW
P003323,55.0,DOWNGRADE
P001152,62.5,BLOCK
P007448,47.5,DOWNGRADE
P009188,0.0,ALLOW
P007156,15.0,ALLOW
P009604,0.0,ALLOW
P000582,0.0,ALLOW
P001421,47.5,DOWNGRADE
P005573,35.0,ALLOW
P009308,0.0,ALLOW
P002141,30.0,ALLOW
P008263,0.0,ALLOW
P002407,15.0,ALLOW
P005212,55.0,DOWNGRADE
P008801,7.5,ALLOW
P006883,15.0,ALLOW
P005113,0.0,ALLOW
P000956,40.0,DOWNGRADE
P009218,0.0,ALLOW
P005351,40.0,DOWNGRADE
P000794,22.5,ALLOW
P004184,0.0,ALLOW
P008605,62.5,BLOCK
P005454,0.0,ALLOW
P005430,40.0,DOWNGRADE
P003189,7.5,ALLOW
P006128,62.5,BLOCK
P008660,55.0,DOWNGRADE
P000572,0.0,ALLOW
P007729,0.0,ALLOW
P005366,15.0,ALLOW
P004034,0.0,ALLOW
P003836,40.0,DOWNGRADE
P004756,40.0,DOWNGRADE
P000510,47.5,DOWNGRADE
P008479,15.0,ALLOW
P005960,15.0,ALLOW
P004193,15.0,ALLOW
P008441,55.0,DOWNGRADE
P005372,7.5,ALLOW
P000523,55.0,DOWNGRADE
P004282,0.0,ALLOW
P007408,0.0,ALLOW
P007950,0.0,ALLOW
P002715,7.5,ALLOW
P008922,0.0,ALLOW
P008625,55.0,DOWNGRADE
P009029,47.5,DOWNGRADE
P006781,0.0,ALLOW
P001175,62.5,BLOCK
P001030,0.0,ALLOW
P005266,55.0,DOWNGRADE
P003391,40.0,DOWNGRADE
P001073,15.0,ALLOW
P007399,15.0,ALLOW
P005169,40.0,DOWNGRADE
P009909,0.0,ALLOW
P003413,0.0,ALLOW
P008150,0.0,ALLOW
P000656,55.0,DOWNGRADE
P000389,0.0,ALLOW
P007740,0.0,ALLOW
P007831,0.0,ALLOW
P000531,55.0,DOWNGRADE
P005218,62.5,BLOCK
P004230,15.0,ALLOW
P007067,55.0,DOWNGRADE
P007609,55.0,DOWNGRADE
P004046,47.5,DOWNGRADE
P005732,15.0,ALLOW
P005329,55.0,DOWNGRADE
P002267,0.0,ALLOW
P004274,55.0,DOWNGRADE
P009349,22.5,ALLOW
P001247,0.0,ALLOW
P000485,40.0,DOWNGRADE
