player_id,country,currency,value_segment,age_group,gender,region,latent_propensity
P002370,KE,KSh,Core,25-34,M,Mombasa,0.14565363536730508
P002371,KE,KSh,VIP,45-54,M,Kisumu,0.49527208733932465
P002372,KE,KSh,Core,25-34,M,Mombasa,0.2590215362214464
P002373,KE,KSh,Casual,18-24,M,Nakuru,0.163026319120589
P002374,KE,KSh,Core,25-34,M,Mombasa,0.32587386060371976
P002375,KE,KSh,Casual,35-44,M,Mombasa,0.433083832332607
P002376,KE,KSh,Core,45-54,M,Mombasa,0.14001510908456308
P002377,KE,KSh,Casual,25-34,F,Kisumu,0.17251640574859345
P002378,KE,KSh,Casual,25-34,M,Mombasa,0.09192611872971845
P002379,KE,KSh,VIP,18-24,F,Nairobi,0.4627947694486318
P002380,KE,KSh,Core,25-34,M,Kisumu,0.2577562517923693
P002381,KE,KSh,Casual,35-44,F,Nairobi,0.6593892402461445
P002382,KE,KSh,Casual,55+,M,Mombasa,0.15332602038145057
P002383,KE,KSh,HighRoller,18-24,F,Nairobi,0.23767398476046786
P002384,KE,KSh,Casual,18-24,F,Nairobi,0.0603731910930553
P002385,KE,KSh,Casual,18-24,M,Nairobi,0.3599295354195412
P002386,KE,KSh,Casual,18-24,M,Kisumu,0.3132933263922042
P002387,KE,KSh,Core,18-24,M,Kisumu,0.2514761013214557
P002388,KE,KSh,Casual,18-24,F,Nairobi,0.3937069608139062
P002389,KE,KSh,Casual,35-44,M,Nakuru,0.31037221184301644
P002390,KE,KSh,Casual,35-44,M,Kisumu,0.4050702894873715
P002391,KE,KSh,VIP,55+,F,Mombasa,0.31046604198076694
P002392,KE,KSh,Casual,45-54,M,Mombasa,0.32662118380863786
P002393,KE,KSh,Core,25-34,M,Nakuru,0.4102975983172892
P002394,KE,KSh,Casual,25-34,M,Nairobi,0.20472767109462
P002395,KE,KSh,Core,25-34,F,Nairobi,0.20027842266726534
P002396,KE,KSh,Core,18-24,M,Kisumu,0.38863888423392506
P002397,KE,KSh,VIP,35-44,F,Nakuru,0.09620837418079652
P002398,KE,KSh,Casual,25-34,M,Nakuru,0.4379134848238478
P002399,KE,KSh,HighRoller,25-34,M,Nairobi,0.32469227659895356
P002400,KE,KSh,Core,35-44,F,Kisumu,0.0695945117306026
P002401,KE,KSh,VIP,25-34,M,Kisumu,0.18558374980264392
P002402,KE,KSh,Casual,45-54,F,Nairobi,0.35909857729530165
P002403,KE,KSh,Casual,25-34,M,Nairobi,0.24646428284296276
P002404,KE,KSh,Core,18-24,M,Nakuru,0.3698334358845083
P002405,KE,KSh,Core,35-44,F,Nakuru,0.3300598173398544
P002406,KE,KSh,Core,45-54,M,Mombasa,0.5150470916129721
P002407,KE,KSh,Casual,35-44,F,Mombasa,0.35920297586772104
P002408,KE,KSh,Casual,18-24,M,Mombasa,0.39560292820659665
P002409,KE,KSh,Casual,18-24,M,Mombasa,0.24670932506357354
P002410,KE,KSh,Casual,25-34,M,Nakuru,0.3178654362667593
P002411,KE,KSh,HighRoller,35-44,F,Mombasa,0.017725928979362548
P002412,KE,KSh,Casual,45-54,M,Kisumu,0.3548709258078871
P002413,KE,KSh,Casual,18-24,M,Nairobi,0.36613622444830146
P002414,KE,KSh,Casual,18-24,M,Mombasa,0.1060619637550507
P002415,KE,KSh,Casual,35-44,F,Nairobi,0.11930035038136556
P002416,KE,KSh,HighRoller,45-54,M,Mombasa,0.28539799059380433
P002417,KE,KSh,Core,35-44,M,Nakuru,0.3743837097553957
P002418,KE,KSh,Core,25-34,F,Nakuru,0.23220737300728583
P002419,KE,KSh,Casual,25-34,M,Kisumu,0.5056372791903689
P002420,KE,KSh,VIP,18-24,M,Nairobi,0.3817506678047617
P002421,KE,KSh,Core,25-34,M,Kisumu,0.23946157802930407
P002422,KE,KSh,Casual,25-34,F,Nakuru,0.41430732635380557
P002423,KE,KSh,Casual,18-24,M,Mombasa,0.36948081509676317
P002424,KE,KSh,Casual,25-34,M,Kisumu,0.5342418801985329
P002425,KE,KSh,HighRoller,18-24,M,Kisumu,0.16475830866848915
P002426,KE,KSh,HighRoller,45-54,M,Kisumu,0.41968834200313676
P002427,KE,KSh,Casual,35-44,M,Nairobi,0.43647583482876645
P002428,KE,KSh,Core,45-54,F,Nakuru,0.09163448048036418
P002429,KE,KSh,HighRoller,35-44,M,Nairobi,0.04783989873510613
P002430,KE,KSh,Casual,18-24,F,Mombasa,0.8332477448882015
P002431,KE,KSh,Casual,35-44,M,Nairobi,0.10239758827730884
P002432,KE,KSh,Core,25-34,M,Nairobi,0.10149852431733308
P002433,KE,KSh,Casual,25-34,M,Kisumu,0.3539755894393846
P002434,KE,KSh,Core,45-54,M,Nairobi,0.03104024506431731
P002435,KE,KSh,Core,55+,M,Mombasa,0.21805025053856752
P002436,KE,KSh,Core,25-34,M,Nakuru,0.3146746906513742
P002437,KE,KSh,Casual,35-44,M,Kisumu,0.36433717552899775
P002438,KE,KSh,HighRoller,35-44,M,Kisumu,0.040750842523956415
P002439,KE,KSh,Casual,18-24,F,Kisumu,0.4410292556035672
P002440,KE,KSh,VIP,25-34,M,Mombasa,0.33130849249401945
P002441,KE,KSh,Casual,25-34,F,Kisumu,0.559020252188477
P002442,KE,KSh,Casual,18-24,M,Nakuru,0.18815700833231744
P002443,KE,KSh,Core,25-34,M,Nairobi,0.13973357379439053
P002444,KE,KSh,Casual,25-34,M,Kisumu,0.1337386207447841
P002445,KE,KSh,Casual,35-44,M,Nakuru,0.2912319445578599
P002446,KE,KSh,Core,18-24,M,Kisumu,0.2016394361952895
P002447,KE,KSh,Core,18-24,M,Kisumu,0.11755891168547598
P002448,KE,KSh,HighRoller,18-24,M,Mombasa,0.3833047084355865
P002449,KE,KSh,Casual,18-24,F,Kisumu,0.35808084117345895
P002450,KE,KSh,Core,35-44,M,Mombasa,0.3942425453029632
P002451,KE,KSh,Casual,55+,M,Nairobi,0.15202684400533753
P002452,KE,KSh,Casual,18-24,M,Mombasa,0.3418630794261379
P002453,KE,KSh,Casual,45-54,M,Nairobi,0.3448025850921299
P002454,KE,KSh,Casual,18-24,F,Nakuru,0.05864200910210562
P002455,KE,KSh,HighRoller,45-54,M,Mombasa,0.04427841119457452
P002456,KE,KSh,Casual,35-44,M,Nakuru,0.22843801700949484
P002457,KE,KSh,VIP,55+,M,Nakuru,0.11234776456562755
P002458,KE,KSh,Casual,35-44,M,Mombasa,0.07306575074736428
P002459,KE,KSh,Casual,25-34,M,Nairobi,0.045008369742050955
P002460,KE,KSh,Casual,35-44,F,Nakuru,0.3331978788876518
P002461,KE,KSh,Core,25-34,F,Mombasa,0.45406800361580474
P002462,KE,KSh,Casual,45-54,M,Kisumu,0.3589118377927281
P002463,KE,KSh,HighRoller,35-44,M,Mombasa,0.15649329742462773
P002464,KE,KSh,Casual,35-44,F,Nairobi,0.1771109007689107
P002465,KE,KSh,Core,25-34,F,Kisumu,0.12280055522966003
P002466,KE,KSh,Core,45-54,F,Nakuru,0.14040700926883423
P002467,KE,KSh,Casual,35-44,F,Nakuru,0.3862534533596476
P002468,KE,KSh,Core,45-54,M,Kisumu,0.47714627587169267
P002469,KE,KSh,Casual,55+,M,Mombasa,0.3164820664862365
P002470,KE,KSh,Core,18-24,F,Nairobi,0.5797397293818908
P002471,KE,KSh,Core,35-44,M,Nairobi,0.6636530627649064
P002472,KE,KSh,Casual,18-24,M,Kisumu,0.3657362868069435
P002473,KE,KSh,Core,25-34,M,Kisumu,0.5980467225241932
P002474,KE,KSh,Core,55+,M,Nakuru,0.19279405840065983
P002475,KE,KSh,HighRoller,25-34,F,Nairobi,0.4969134642432692
P002476,KE,KSh,Casual,25-34,F,Mombasa,0.22628997300947096
P002477,KE,KSh,Casual,35-44,M,Nairobi,0.24255507424197606
P002478,KE,KSh,VIP,25-34,M,Nairobi,0.3906670745860935
P002479,KE,KSh,Core,25-34,M,Nairobi,0.3722164027947834
P002480,KE,KSh,Core,18-24,F,Nairobi,0.09720478179318659
P002481,KE,KSh,HighRoller,55+,M,Nairobi,0.2764607471202539
P002482,KE,KSh,Core,35-44,M,Kisumu,0.42387444368654825
P002483,KE,KSh,Core,18-24,F,Mombasa,0.44592272269100075
P002484,KE,KSh,Casual,25-34,M,Nairobi,0.1732402784458009
P002485,KE,KSh,Casual,18-24,F,Nakuru,0.6256482551450706
P002486,KE,KSh,Casual,45-54,M,Nakuru,0.5393312474265978
P002487,KE,KSh,HighRoller,35-44,F,Nairobi,0.17219407711301082
P002488,KE,KSh,Core,25-34,M,Mombasa,0.13591925137160113
P002489,KE,KSh,HighRoller,18-24,M,Nakuru,0.10161592471515997
P002490,KE,KSh,Casual,45-54,M,Nairobi,0.10868009459526358
P002491,KE,KSh,VIP,45-54,M,Nairobi,0.16267319818727333
P002492,KE,KSh,Casual,18-24,M,Kisumu,0.10966436116501088
P002493,KE,KSh,Casual,25-34,M,Nakuru,0.2703701625921312
P002494,KE,KSh,Core,25-34,M,Kisumu,0.42143671473394034
P002495,KE,KSh,Core,18-24,M,Nakuru,0.24839156352081843
P002496,KE,KSh,Core,45-54,F,Nairobi,0.1356752044249175
P002497,KE,KSh,Casual,45-54,M,Mombasa,0.12607526002394523
P002498,KE,KSh,Casual,25-34,F,Kisumu,0.20912625460961268
P002499,KE,KSh,Casual,25-34,F,Nakuru,0.1912776021411223
P002500,KE,KSh,Core,25-34,M,Nakuru,0.2714084894560314
P002501,KE,KSh,Casual,45-54,M,Nairobi,0.4205857372582101
P002502,KE,KSh,Casual,25-34,F,Mombasa,0.44965798525522266
P002503,KE,KSh,VIP,35-44,M,Kisumu,0.38999970132447265
P002504,KE,KSh,Core,25-34,F,Kisumu,0.0785688810071918
P002505,KE,KSh,Casual,55+,M,Nairobi,0.689889696134823
P002506,KE,KSh,Core,35-44,F,Mombasa,0.40664086993615445
P002507,KE,KSh,Casual,45-54,M,Kisumu,0.07835635259233903
P002508,KE,KSh,Core,25-34,M,Mombasa,0.08014445720173988
P002509,KE,KSh,Casual,45-54,M,Nakuru,0.127498852313153
P002510,KE,KSh,Casual,18-24,F,Kisumu,0.5475732755603552
P002511,KE,KSh,Casual,45-54,M,Kisumu,0.3325734644653345
P002512,KE,KSh,Casual,45-54,M,Kisumu,0.39547892125818757
P002513,KE,KSh,VIP,45-54,M,Mombasa,0.6524408101273605
P002514,KE,KSh,Casual,18-24,M,Mombasa,0.6751680765328623
P002515,KE,KSh,Casual,55+,M,Kisumu,0.44313270868973687
P002516,KE,KSh,Core,25-34,M,Nairobi,0.5513904905934626
P002517,KE,KSh,Core,35-44,M,Mombasa,0.26548832808321865
P002518,KE,KSh,Casual,25-34,F,Kisumu,0.432555137238067
P002519,KE,KSh,Core,55+,F,Mombasa,0.18702325655342342
P002520,KE,KSh,Core,25-34,F,Nakuru,0.19136305289663882
P002521,KE,KSh,Core,35-44,M,Nairobi,0.2459499478681548
P002522,KE,KSh,Casual,25-34,F,Nakuru,0.1311095946369332
P002523,KE,KSh,Core,18-24,M,Nakuru,0.18768436182327122
P002524,KE,KSh,Casual,55+,M,Nairobi,0.17949823817806335
P002525,KE,KSh,HighRoller,35-44,F,Nairobi,0.41798204204038064
P002526,KE,KSh,Casual,25-34,F,Nakuru,0.3397232407893599
P002527,KE,KSh,Casual,18-24,M,Kisumu,0.7004078993847517
P002528,KE,KSh,Casual,18-24,M,Mombasa,0.37462270441471796
P002529,KE,KSh,VIP,25-34,M,Nakuru,0.2552460987812913
P002530,KE,KSh,HighRoller,18-24,M,Mombasa,0.31094602428456614
P002531,KE,KSh,Casual,55+,M,Mombasa,0.220960572292377
P002532,KE,KSh,Casual,55+,F,Kisumu,0.5747754646795358
P002533,KE,KSh,Core,18-24,F,Kisumu,0.06362315911586447
P002534,KE,KSh,Core,18-24,M,Nakuru,0.07263179707421519
P002535,KE,KSh,Casual,55+,M,Mombasa,0.376227161091867
P002536,KE,KSh,Casual,25-34,M,Mombasa,0.24539547507481754
P002537,KE,KSh,Casual,18-24,M,Nakuru,0.31098434144614034
P002538,KE,KSh,Core,18-24,M,Nakuru,0.20022993629181407
P002539,KE,KSh,Casual,25-34,F,Nakuru,0.2069186456148536
P002540,KE,KSh,Core,18-24,M,Mombasa,0.360583714777695
P002541,KE,KSh,Casual,35-44,M,Nairobi,0.008338774885900633
P002542,KE,KSh,Casual,25-34,M,Nakuru,0.3695654894789394
P002543,KE,KSh,Core,18-24,M,Nakuru,0.4786705236080254
P002544,KE,KSh,Core,55+,F,Kisumu,0.05550220551834724
P002545,KE,KSh,Core,35-44,M,Mombasa,0.1852529254197401
P002546,KE,KSh,Casual,45-54,M,Nakuru,0.18443360595395789
P002547,KE,KSh,Casual,25-34,M,Kisumu,0.2561183656008029
P002548,KE,KSh,Casual,25-34,M,Nakuru,0.1717576209277877
P002549,KE,KSh,Casual,25-34,F,Mombasa,0.518630763396183
P002550,KE,KSh,HighRoller,25-34,M,Nakuru,0.18991377359344716
P002551,KE,KSh,Core,18-24,M,Mombasa,0.2335276655671284
P002552,KE,KSh,Core,18-24,F,Nairobi,0.21242458749415113
P002553,KE,KSh,Casual,18-24,M,Nakuru,0.4650810241910838
P002554,KE,KSh,HighRoller,25-34,F,Kisumu,0.17229416365683348
P002555,KE,KSh,Casual,18-24,M,Nairobi,0.3159169767065776
P002556,KE,KSh,VIP,25-34,M,Nakuru,0.3679008750044938
P002557,KE,KSh,HighRoller,55+,F,Nairobi,0.08406808253907623
P002558,KE,KSh,HighRoller,45-54,M,Nakuru,0.12701336050657097
P002559,KE,KSh,Casual,18-24,M,Nairobi,0.18195976936909208
P002560,KE,KSh,Core,45-54,M,Mombasa,0.2901990479838465
P002561,KE,KSh,Casual,25-34,M,Kisumu,0.5839474263610005
P002562,KE,KSh,Casual,18-24,M,Nakuru,0.254026644671262
P002563,KE,KSh,Casual,35-44,M,Nakuru,0.32809762386954183
P002564,KE,KSh,Core,35-44,M,Mombasa,0.27352489433971033
P002565,KE,KSh,Casual,18-24,M,Nakuru,0.3354620124453157
P002566,KE,KSh,Casual,25-34,M,Mombasa,0.3972974679021587
P002567,KE,KSh,Casual,35-44,F,Kisumu,0.18427769582693634
P002568,KE,KSh,Casual,18-24,M,Mombasa,0.22269472437576845
P002569,KE,KSh,Casual,25-34,M,Kisumu,0.35338720598994106
P002570,KE,KSh,Casual,25-34,F,Kisumu,0.2362623826764118
P002571,KE,KSh,Core,18-24,M,Mombasa,0.25708280107669934
P002572,KE,KSh,Casual,35-44,M,Nairobi,0.290588065117126
P002573,KE,KSh,HighRoller,45-54,M,Nakuru,0.38702958228356416
P002574,KE,KSh,Core,18-24,M,Nakuru,0.3095480817286037
P002575,KE,KSh,Core,18-24,M,Nairobi,0.3908660423631826
P002576,KE,KSh,Core,45-54,M,Nairobi,0.2839040883301145
P002577,KE,KSh,HighRoller,25-34,M,Nakuru,0.10633406416147619
P002578,KE,KSh,Casual,25-34,M,Nairobi,0.11305811887052622
P002579,KE,KSh,Casual,18-24,F,Mombasa,0.4011419097806557
P002580,KE,KSh,HighRoller,25-34,F,Mombasa,0.1582435356770584
P002581,KE,KSh,Casual,45-54,M,Mombasa,0.09059848557417059
P002582,KE,KSh,Core,18-24,M,Nairobi,0.06659221872879713
P002583,KE,KSh,VIP,18-24,M,Kisumu,0.20465536446355015
P002584,KE,KSh,Casual,18-24,F,Mombasa,0.2728154227480147
P002585,KE,KSh,Core,25-34,M,Kisumu,0.3958896626564707
P002586,KE,KSh,Core,35-44,M,Mombasa,0.07384988602477996
P002587,KE,KSh,VIP,45-54,F,Kisumu,0.303025372668982
P002588,KE,KSh,Casual,35-44,F,Nakuru,0.4259710577024139
P002589,KE,KSh,Casual,55+,F,Kisumu,0.11769683311196065
P002590,KE,KSh,Core,55+,M,Mombasa,0.3089900941471521
P002591,KE,KSh,HighRoller,18-24,F,Nairobi,0.17260025681078228
P002592,KE,KSh,HighRoller,35-44,M,Kisumu,0.1799044948444379
P002593,KE,KSh,VIP,25-34,M,Nairobi,0.1475149249220838
P002594,KE,KSh,Casual,18-24,M,Kisumu,0.20200796900322204
P002595,KE,KSh,Core,25-34,M,Nairobi,0.019119252786985414
P002596,KE,KSh,Casual,18-24,F,Nairobi,0.05104741332226865
P002597,KE,KSh,HighRoller,35-44,M,Mombasa,0.433203703870682
P002598,KE,KSh,Casual,55+,F,Nakuru,0.5796255831163795
P002599,KE,KSh,Casual,35-44,M,Mombasa,0.4121332147141143
P002600,KE,KSh,Core,45-54,M,Mombasa,0.14134302837769114
P002601,KE,KSh,Core,35-44,M,Nairobi,0.0970259428373677
P002602,KE,KSh,Casual,35-44,F,Nairobi,0.2734903650101053
P002603,KE,KSh,Core,25-34,M,Nairobi,0.33677866371597776
P002604,KE,KSh,Casual,35-44,M,Kisumu,0.3824707149422833
P002605,KE,KSh,HighRoller,45-54,F,Kisumu,0.12861049698800225
P002606,KE,KSh,Core,25-34,F,Nairobi,0.25972344833506517
P002607,KE,KSh,Casual,25-34,M,Mombasa,0.429412738051002
P002608,KE,KSh,Casual,18-24,M,Nairobi,0.34747373026496475
P002609,KE,KSh,Core,18-24,M,Mombasa,0.27413421539296223
P002610,KE,KSh,Casual,25-34,M,Nakuru,0.17256092998075606
P002611,KE,KSh,HighRoller,55+,M,Nairobi,0.4217925619389805
P002612,KE,KSh,Casual,55+,M,Nairobi,0.2033825550502177
P002613,KE,KSh,Casual,35-44,F,Nairobi,0.2526710239120802
P002614,KE,KSh,Casual,25-34,M,Nairobi,0.2495631026053369
P002615,KE,KSh,Casual,18-24,M,Nakuru,0.17386683099537564
P002616,KE,KSh,HighRoller,45-54,M,Nakuru,0.0742967866682582
P002617,KE,KSh,VIP,18-24,M,Mombasa,0.36806544324203805
P002618,KE,KSh,Core,25-34,F,Mombasa,0.11264878495191404
P002619,KE,KSh,Casual,45-54,F,Nairobi,0.09454527973340547
P002620,KE,KSh,Casual,18-24,M,Nakuru,0.08177165306583284
P002621,KE,KSh,Core,18-24,M,Mombasa,0.21537857953062228
P002622,KE,KSh,Casual,35-44,M,Mombasa,0.11564702532418401
P002623,KE,KSh,Casual,45-54,M,Mombasa,0.2601995511157944
P002624,KE,KSh,Casual,18-24,M,Kisumu,0.1451298157176953
P002625,KE,KSh,Casual,35-44,F,Nairobi,0.2599486924618204
P002626,KE,KSh,Casual,18-24,F,Nakuru,0.2220788480006343
P002627,KE,KSh,Casual,25-34,M,Nakuru,0.12719055404426277
P002628,KE,KSh,Casual,55+,M,Nakuru,0.41964101195751374
P002629,KE,KSh,Casual,18-24,M,Nakuru,0.30404780758995176
P002630,KE,KSh,HighRoller,25-34,M,Nakuru,0.1852013960115868
P002631,KE,KSh,Core,18-24,F,Mombasa,0.1740930334328059
P002632,KE,KSh,Casual,25-34,M,Nakuru,0.514270125574046
P002633,KE,KSh,Core,18-24,M,Nairobi,0.5862750219599258
P002634,KE,KSh,HighRoller,18-24,M,Kisumu,0.40464568804141293
P002635,KE,KSh,Core,18-24,M,Nairobi,0.4538310266872926
P002636,KE,KSh,Core,25-34,M,Kisumu,0.13238632797972857
P002637,KE,KSh,Core,18-24,F,Nakuru,0.29090163980920436
P002638,KE,KSh,Core,25-34,M,Mombasa,0.18843845695299055
P002639,KE,KSh,Core,35-44,M,Nakuru,0.409651982179345
P002640,KE,KSh,HighRoller,25-34,M,Mombasa,0.179021208942824
P002641,KE,KSh,Casual,18-24,M,Nakuru,0.22983498381510192
P002642,KE,KSh,Casual,35-44,M,Mombasa,0.22240544456146508
P002643,KE,KSh,Casual,45-54,M,Nakuru,0.3981758126765021
P002644,KE,KSh,Core,18-24,F,Kisumu,0.12072042127419874
P002645,KE,KSh,Core,55+,M,Nairobi,0.4059809647521597
P002646,KE,KSh,Casual,35-44,M,Nairobi,0.4533526159143724
P002647,KE,KSh,HighRoller,35-44,M,Nairobi,0.2656893039000458
P002648,KE,KSh,Core,18-24,M,Nairobi,0.28708469929444064
P002649,KE,KSh,HighRoller,18-24,F,Kisumu,0.5167299395206257
P002650,KE,KSh,Core,25-34,F,Mombasa,0.5587401148347083
P002651,KE,KSh,Core,45-54,F,Nakuru,0.18868021205741392
P002652,KE,KSh,Core,25-34,F,Kisumu,0.08092047794452654
P002653,KE,KSh,Casual,45-54,M,Kisumu,0.18585659231340665
P002654,KE,KSh,Casual,35-44,M,Nakuru,0.29484161731612013
P002655,KE,KSh,HighRoller,25-34,M,Kisumu,0.2116157692034726
P002656,KE,KSh,Casual,25-34,M,Kisumu,0.14795344157307863
P002657,KE,KSh,Casual,35-44,M,Kisumu,0.3548104192300041
P002658,KE,KSh,Core,45-54,F,Kisumu,0.46227326752365594
P002659,KE,KSh,Casual,35-44,M,Nairobi,0.3988708025894512
P002660,KE,KSh,Core,25-34,M,Mombasa,0.14981223719445888
P002661,KE,KSh,Casual,18-24,F,Nakuru,0.2396431100916442
P002662,KE,KSh,Casual,25-34,F,Mombasa,0.49621881111455657
P002663,KE,KSh,Core,55+,M,Nakuru,0.37371611514206465
P002664,KE,KSh,Casual,18-24,M,Nairobi,0.516935858184193
P002665,KE,KSh,Casual,45-54,M,Mombasa,0.307869665695706
P002666,KE,KSh,Casual,18-24,M,Kisumu,0.4887559096522191
P002667,KE,KSh,HighRoller,18-24,M,Mombasa,0.17575869186629633
P002668,KE,KSh,HighRoller,25-34,M,Mombasa,0.3790868238884088
P002669,KE,KSh,Casual,35-44,M,Nairobi,0.25616678435015977
P002670,KE,KSh,Casual,25-34,M,Mombasa,0.5675368915483933
P002671,KE,KSh,Core,35-44,M,Nairobi,0.07604899341057514
P002672,KE,KSh,Core,18-24,M,Nairobi,0.6717685779453259
P002673,KE,KSh,HighRoller,25-34,M,Nairobi,0.11264446600160696
P002674,KE,KSh,Core,35-44,M,Nakuru,0.31200585566365835
P002675,KE,KSh,Core,35-44,F,Nairobi,0.027252402006633973
P002676,KE,KSh,Casual,18-24,M,Kisumu,0.336988539981294
P002677,KE,KSh,Casual,25-34,M,Kisumu,0.16699602383604434
P002678,KE,KSh,Casual,18-24,M,Nairobi,0.4339271960035313
P002679,KE,KSh,HighRoller,18-24,M,Kisumu,0.22068865223805
P002680,KE,KSh,Casual,45-54,F,Mombasa,0.3958253924819812
P002681,KE,KSh,Casual,18-24,M,Nakuru,0.14620228578205496
P002682,KE,KSh,HighRoller,25-34,M,Nakuru,0.14259846454870895
P002683,KE,KSh,Core,55+,M,Nairobi,0.22692243095519501
P002684,KE,KSh,Casual,35-44,M,Nakuru,0.11187361136961813
P002685,KE,KSh,Core,18-24,M,Kisumu,0.354577720229817
P002686,KE,KSh,Core,35-44,M,Nairobi,0.21071716219476835
P002687,KE,KSh,Casual,45-54,M,Kisumu,0.2324905393838713
P002688,KE,KSh,VIP,18-24,M,Nairobi,0.14720658520819466
P002689,KE,KSh,HighRoller,25-34,M,Kisumu,0.21509794685416106
P002690,KE,KSh,VIP,18-24,M,Mombasa,0.23333688436704814
P002691,KE,KSh,Core,18-24,F,Nakuru,0.23547766297725206
P002692,KE,KSh,Core,18-24,M,Mombasa,0.16072223059168525
P002693,KE,KSh,Casual,18-24,M,Mombasa,0.44049083397025685
P002694,KE,KSh,HighRoller,25-34,M,Nairobi,0.023593325469528928
P002695,KE,KSh,HighRoller,45-54,M,Nairobi,0.15111279688149062
P002696,KE,KSh,Casual,35-44,M,Mombasa,0.5617895954665724
P002697,KE,KSh,Core,25-34,F,Mombasa,0.3518760672368131
P002698,KE,KSh,Casual,45-54,M,Nairobi,0.12106936540750181
P002699,KE,KSh,Core,18-24,M,Mombasa,0.2562966180634033
P002700,KE,KSh,Casual,35-44,F,Kisumu,0.4478652282057813
P002701,KE,KSh,Core,25-34,M,Nakuru,0.14530870094737855
P002702,KE,KSh,Casual,55+,F,Nairobi,0.37203584234221393
P002703,KE,KSh,Casual,25-34,M,Nakuru,0.2961164380349907
P002704,KE,KSh,Casual,18-24,F,Kisumu,0.15813230263299463
P002705,KE,KSh,Casual,45-54,M,Nakuru,0.37254692106163595
P002706,KE,KSh,HighRoller,25-34,M,Mombasa,0.17296515945982122
P002707,KE,KSh,HighRoller,35-44,M,Nairobi,0.327101105357971
P002708,KE,KSh,Casual,35-44,M,Mombasa,0.107568643019344
P002709,KE,KSh,Casual,55+,F,Kisumu,0.33361749768667737
P002710,KE,KSh,Casual,25-34,M,Nakuru,0.2604120911781436
P002711,KE,KSh,Casual,25-34,M,Nairobi,0.2696574748408415
P002712,KE,KSh,Casual,18-24,M,Mombasa,0.28452397587348865
P002713,KE,KSh,Core,25-34,M,Mombasa,0.33271134263045005
P002714,KE,KSh,Core,45-54,M,Kisumu,0.12949140316619612
P002715,KE,KSh,Core,18-24,M,Nakuru,0.2345893691073739
P002716,KE,KSh,Casual,18-24,M,Nairobi,0.5385640103952601
P002717,KE,KSh,Core,25-34,M,Mombasa,0.3746372362295869
P002718,KE,KSh,Casual,18-24,M,Nakuru,0.30801905430379767
P002719,KE,KSh,Core,18-24,M,Kisumu,0.3756128635189868
P002720,KE,KSh,Core,35-44,F,Nairobi,0.5351192510334215
P002721,KE,KSh,Casual,45-54,M,Nairobi,0.2535692011216037
P002722,KE,KSh,Casual,18-24,F,Nakuru,0.3303517816631607
P002723,KE,KSh,Casual,18-24,F,Nakuru,0.13178302723730329
P002724,KE,KSh,Casual,35-44,M,Mombasa,0.412541275377947
P002725,KE,KSh,HighRoller,25-34,F,Nairobi,0.20094108596727275
P002726,KE,KSh,VIP,25-34,M,Nakuru,0.07561939615553243
P002727,KE,KSh,Core,25-34,M,Mombasa,0.3023379242152536
P002728,KE,KSh,Casual,25-34,F,Nakuru,0.5072511208525824
P002729,KE,KSh,Casual,25-34,F,Mombasa,0.06039189512878433
P002730,KE,KSh,HighRoller,35-44,M,Mombasa,0.43568159618435826
P002731,KE,KSh,Casual,18-24,M,Nairobi,0.656256958761577
P002732,KE,KSh,Core,18-24,M,Nakuru,0.0761561195788586
P002733,KE,KSh,Casual,35-44,F,Nakuru,0.37838895215179985
P002734,KE,KSh,Casual,25-34,M,Nairobi,0.24249931249530723
P002735,KE,KSh,Casual,25-34,M,Kisumu,0.6000218718002817
P002736,KE,KSh,Core,25-34,M,Nairobi,0.6947289527802288
P002737,KE,KSh,Core,55+,F,Kisumu,0.04404247971393772
P002738,KE,KSh,Core,25-34,M,Nairobi,0.24246718119482535
P002739,KE,KSh,Casual,35-44,F,Nakuru,0.3663894689005979
P002740,KE,KSh,Core,35-44,M,Nairobi,0.2677425535014935
P002741,KE,KSh,Core,25-34,M,Mombasa,0.39659818911778355
P002742,KE,KSh,HighRoller,18-24,F,Mombasa,0.12688942622621688
P002743,KE,KSh,Casual,35-44,F,Kisumu,0.10942353772253667
P002744,KE,KSh,Core,25-34,F,Kisumu,0.10318819661401121
P002745,KE,KSh,Casual,35-44,F,Mombasa,0.3387609755313798
P002746,KE,KSh,VIP,18-24,M,Nakuru,0.5756564172255633
P002747,KE,KSh,Casual,45-54,F,Nakuru,0.07627672274177415
P002748,KE,KSh,Core,25-34,M,Mombasa,0.5453644737196672
P002749,KE,KSh,Core,25-34,F,Nairobi,0.4090217842346873
P002750,KE,KSh,Core,35-44,M,Nakuru,0.3244679140381685
P002751,KE,KSh,Core,18-24,F,Nakuru,0.41574178788471444
P002752,KE,KSh,Casual,35-44,F,Mombasa,0.2519276938622397
P002753,KE,KSh,Casual,25-34,F,Nakuru,0.38215163510928113
P002754,KE,KSh,Core,18-24,M,Mombasa,0.2133730923836681
P002755,KE,KSh,Core,45-54,M,Nairobi,0.16028796369061915
P002756,KE,KSh,HighRoller,25-34,F,Nakuru,0.4305628000420768
P002757,KE,KSh,Core,25-34,M,Mombasa,0.3454968156691115
P002758,KE,KSh,Core,35-44,M,Kisumu,0.32748855256245063
P002759,KE,KSh,Casual,35-44,M,Nakuru,0.3382027445180386
